issn,titulo,citacoes_jcr,citacoes_scimago,impacto_jcr,impacto_scimago
21596816,Annals of Leisure Research,2,35,2.1,0.552
20799284,Cosmetics,0,44,3.4,0.552
09730664,Global Business Review,2,43,2.3,0.552
09721509,Global Business Review,2,43,2.3,0.552
23117524,Horticulturae,3,36,3.1,0.552
01425463,INTERNATIONAL JOURNAL OF COSMETIC SCIENCE,3,77,2.7,0.552
14682494,INTERNATIONAL JOURNAL OF COSMETIC SCIENCE,3,77,2.7,0.552
20089163,International Journal of Energy and Environmental Engineering,2,44,1.9,0.552
22516832,International Journal of Energy and Environmental Engineering,2,44,1.9,0.552
09477047,IONICS,2,73,2.4,0.552
18620760,IONICS,2,73,2.4,0.552
15404196,Metabolic Syndrome and Related Disorders,2,57,1.3,0.552
15578518,Metabolic Syndrome and Related Disorders,2,57,1.3,0.552
10961194,MOLECULAR AND CELLULAR PROBES,2,76,2.3,0.552
08908508,MOLECULAR AND CELLULAR PROBES,2,76,2.3,0.552
0954898X,NETWORK-COMPUTATION IN NEURAL SYSTEMS,2,62,1.1,0.552
13616536,NETWORK-COMPUTATION IN NEURAL SYSTEMS,2,62,1.1,0.552
19382367,ORTHOPEDICS,1,78,1.1,0.552
01477447,ORTHOPEDICS,1,78,1.1,0.552
17421713,RENEWABLE AGRICULTURE AND FOOD SYSTEMS,2,67,2.0,0.552
17421705,RENEWABLE AGRICULTURE AND FOOD SYSTEMS,2,67,2.0,0.552
14757702,Review of Accounting and Finance,2,35,3.6,0.552
17587700,Review of Accounting and Finance,2,35,3.6,0.552
02691728,Social Epistemology,2,40,1.4,0.552
14645297,Social Epistemology,2,40,1.4,0.552
15394093,Social Marketing Quarterly,3,35,2.3,0.552
15245004,Social Marketing Quarterly,3,35,2.3,0.552
15569543,Toxin Reviews,3,54,3.3,0.552
15569551,Toxin Reviews,3,54,3.3,0.552
23067381,Veterinary Sciences,2,31,2.0,0.552
00036811,APPLICABLE ANALYSIS,1,46,1.1,0.551
1563504X,APPLICABLE ANALYSIS,1,46,1.1,0.551
21911363,ChemistryOpen,2,46,2.5,0.551
00112240,CRYOBIOLOGY,2,96,2.3,0.551
10902392,CRYOBIOLOGY,2,96,2.3,0.551
16645464,Dementia and Geriatric Cognitive Disorders Extra,2,29,1.4,0.551
13892576,Genetic Programming and Evolvable Machines,2,44,1.7,0.551
15737632,Genetic Programming and Evolvable Machines,2,44,1.7,0.551
15431851,JOM,2,136,2.1,0.551
10474838,JOM,2,136,2.1,0.551
14685914,JOURNAL FOR THE THEORY OF SOCIAL BEHAVIOUR,1,62,1.4,0.551
00218308,JOURNAL FOR THE THEORY OF SOCIAL BEHAVIOUR,1,62,1.4,0.551
16748301,Journal of Biomedical Research,2,42,2.2,0.551
1056263X,JOURNAL OF DEVELOPMENTAL AND PHYSICAL DISABILITIES,1,53,1.5,0.551
15733580,JOURNAL OF DEVELOPMENTAL AND PHYSICAL DISABILITIES,1,53,1.5,0.551
23796111,Journal of Sustainable Water in the Built Environment,1,18,1.8,0.551
14709325,Local Economy,2,46,1.8,0.551
02690942,Local Economy,2,46,1.8,0.551
20770375,Membranes,3,69,3.3,0.551
19761457,Nutrition Research and Practice,2,46,2.0,0.551
20056168,Nutrition Research and Practice,2,46,2.0,0.551
17453011,Scandinavian Journal of Disability Research,2,30,1.7,0.551
15017419,Scandinavian Journal of Disability Research,2,30,1.7,0.551
00369330,SCOTTISH MEDICAL JOURNAL,1,30,1.4,0.551
20456441,SCOTTISH MEDICAL JOURNAL,1,30,1.4,0.551
23041021,Annals of Cardiothoracic Surgery,3,43,3.3,0.55
2225319X,Annals of Cardiothoracic Surgery,3,43,3.3,0.55
14406381,AUSTRALASIAN JOURNAL ON AGEING,1,45,1.4,0.55
17416612,AUSTRALASIAN JOURNAL ON AGEING,1,45,1.4,0.55
12141119,BULLETIN OF GEOSCIENCES,1,40,1.5,0.55
0949944X,DEVELOPMENT GENES AND EVOLUTION,1,82,0.8,0.55
1432041X,DEVELOPMENT GENES AND EVOLUTION,1,82,0.8,0.55
14321017,EUROPEAN BIOPHYSICS JOURNAL WITH BIOPHYSICS LETTERS,1,88,2.2,0.55
01757571,EUROPEAN BIOPHYSICS JOURNAL WITH BIOPHYSICS LETTERS,1,88,2.2,0.55
23968893,European Journal of Prosthodontics and Restorative Dentistry,1,32,1.1,0.55
09657452,European Journal of Prosthodontics and Restorative Dentistry,1,32,1.1,0.55
19346352,International Journal of Agricultural and Biological Engineering,2,49,2.2,0.55
19346344,International Journal of Agricultural and Biological Engineering,2,49,2.2,0.55
23221291,Iranian Journal of Language Teaching Research,1,19,1.7,0.55
17485460,JOURNAL OF LARYNGOLOGY AND OTOLOGY,1,76,1.1,0.55
00222151,JOURNAL OF LARYNGOLOGY AND OTOLOGY,1,76,1.1,0.55
16101227,METEOROLOGISCHE ZEITSCHRIFT,1,67,1.2,0.55
09412948,METEOROLOGISCHE ZEITSCHRIFT,1,67,1.2,0.55
18271596,Minerva Anestesiologica,2,70,2.9,0.55
03759393,Minerva Anestesiologica,2,70,2.9,0.55
18681751,Molecular Informatics,3,75,2.8,0.55
18681743,Molecular Informatics,3,75,2.8,0.55
15680266,CURRENT TOPICS IN MEDICINAL CHEMISTRY,3,133,2.9,0.549
18734294,CURRENT TOPICS IN MEDICINAL CHEMISTRY,3,133,2.9,0.549
21905142,EXPERIMENTAL PSYCHOLOGY,1,65,1.1,0.549
16183169,EXPERIMENTAL PSYCHOLOGY,1,65,1.1,0.549
23115637,Fermentation-Basel,3,52,3.3,0.549
26672421,IBRO Neuroscience Reports,2,17,2.0,0.549
17937310,International Journal of Number Theory,0,26,0.5,0.549
17930421,International Journal of Number Theory,0,26,0.5,0.549
27683613,Journal of Integrative and Complementary Medicine,1,105,1.3,0.549
27683605,Journal of Integrative and Complementary Medicine,1,105,1.3,0.549
0282423X,Journal of Official Statistics,0,32,0.5,0.549
19387849,Journal of Transport and Land Use,2,42,1.6,0.549
2072666X,Micromachines,3,78,3.0,0.549
10748121,On the Horizon,1,31,1.7,0.549
14773848,Augmentative and Alternative Communication,3,65,2.1,0.548
07434618,Augmentative and Alternative Communication,3,65,2.1,0.548
00651281,ACTA HISTOCHEMICA,2,60,2.3,0.548
16180372,ACTA HISTOCHEMICA,2,60,2.3,0.548
14692910,Anthropology & Medicine,1,38,1.5,0.548
13648470,Anthropology & Medicine,1,38,1.5,0.548
21522650,Clinical Lymphoma Myeloma & Leukemia,2,65,2.7,0.548
21522669,Clinical Lymphoma Myeloma & Leukemia,2,65,2.7,0.548
10361073,Health Promotion Journal of Australia,1,42,1.4,0.548
22011617,Health Promotion Journal of Australia,1,42,1.4,0.548
14754843,Journal of Human Rights,1,26,1.0,0.548
14754835,Journal of Human Rights,1,26,1.0,0.548
14379813,PEDIATRIC SURGERY INTERNATIONAL,1,74,1.5,0.548
01790358,PEDIATRIC SURGERY INTERNATIONAL,1,74,1.5,0.548
22112669,Performance Enhancement & Health,0,22,2.9,0.548
00334553,PURE AND APPLIED GEOPHYSICS,1,104,1.9,0.548
14209136,PURE AND APPLIED GEOPHYSICS,1,104,1.9,0.548
09730796,Science Technology and Society,2,29,1.7,0.548
09717218,Science Technology and Society,2,29,1.7,0.548
15456943,SIGNS,2,82,1.7,0.548
00979740,SIGNS,2,82,1.7,0.548
15533077,ACM Transactions on Storage,2,50,2.1,0.547
00086312,CARDIOLOGY,1,72,1.9,0.547
14219751,CARDIOLOGY,1,72,1.9,0.547
23985038,Digital Policy Regulation and Governance,2,38,2.1,0.547
21908249,European Journal of Risk Regulation,1,28,1.8,0.547
1867299X,European Journal of Risk Regulation,1,28,1.8,0.547
15567125,Foodborne Pathogens and Disease,4,84,1.9,0.547
15353141,Foodborne Pathogens and Disease,4,84,1.9,0.547
00468991,INDIAN JOURNAL OF MICROBIOLOGY,2,64,2.1,0.547
09737715,INDIAN JOURNAL OF MICROBIOLOGY,2,64,2.1,0.547
25900889,Infection Prevention in Practice,0,13,1.8,0.547
1931762X,International Journal of Sexual Health,2,48,2.2,0.547
19317611,International Journal of Sexual Health,2,48,2.2,0.547
15736555,JOURNAL OF PSYCHOLINGUISTIC RESEARCH,1,68,1.6,0.547
00906905,JOURNAL OF PSYCHOLINGUISTIC RESEARCH,1,68,1.6,0.547
22888101,Maxillofacial Plastic and Reconstructive Surgery,2,26,2.0,0.547
22888586,Maxillofacial Plastic and Reconstructive Surgery,2,26,2.0,0.547
10673040,Music Theory Online,0,9,0.4,0.547
11786388,Nutrition and Metabolic Insights,2,21,2.3,0.547
0009725X,Rendiconti del Circolo Matematico di Palermo,0,28,0.9,0.547
19734409,Rendiconti del Circolo Matematico di Palermo,0,28,0.9,0.547
12211451,Romanian Reports in Physics,1,41,2.1,0.547
18418759,Romanian Reports in Physics,1,41,2.1,0.547
00380253,SOCIOLOGICAL QUARTERLY,1,73,1.2,0.547
15338525,SOCIOLOGICAL QUARTERLY,1,73,1.2,0.547
20758251,Acta Naturae,2,36,2.0,0.546
0002838X,AMERICAN FAMILY PHYSICIAN,6,148,3.8,0.546
15320650,AMERICAN FAMILY PHYSICIAN,6,148,3.8,0.546
02689146,ANIMAL GENETICS,2,92,1.8,0.546
13652052,ANIMAL GENETICS,2,92,1.8,0.546
14709856,Bulletin of Latin American Research,0,38,0.8,0.546
02613050,Bulletin of Latin American Research,0,38,0.8,0.546
18682529,Electrocatalysis,2,44,2.7,0.546
18685994,Electrocatalysis,2,44,2.7,0.546
19393555,Information Security Journal,1,32,1.6,0.546
19393547,Information Security Journal,1,32,1.6,0.546
16776119,International Braz J Urol,2,48,3.1,0.546
16775538,International Braz J Urol,2,48,3.1,0.546
23273097,Journal of Aerospace Information Systems,1,43,1.3,0.546
00218820,JOURNAL OF ANTIBIOTICS,2,92,2.1,0.546
18811469,JOURNAL OF ANTIBIOTICS,2,92,2.1,0.546
09280219,Journal of Inverse and Ill-Posed Problems,1,37,0.9,0.546
15693945,Journal of Inverse and Ill-Posed Problems,1,37,0.9,0.546
21617201,Journal of Legal Analysis,4,15,3.0,0.546
19465319,Journal of Legal Analysis,4,15,3.0,0.546
19450079,Journal of Music Teacher Education,1,22,1.1,0.546
10570837,Journal of Music Teacher Education,1,22,1.1,0.546
13499157,JOURNAL OF RADIATION RESEARCH,2,70,1.9,0.546
04493060,JOURNAL OF RADIATION RESEARCH,2,70,1.9,0.546
24732893,Journal of Transportation Engineering Part A-Systems,2,26,1.8,0.546
24732907,Journal of Transportation Engineering Part A-Systems,2,26,1.8,0.546
23258160,Ophthalmic Surgery Lasers & Imaging Retina,1,65,0.9,0.546
23258179,Ophthalmic Surgery Lasers & Imaging Retina,1,65,0.9,0.546
14751305,STRAIN,2,56,1.8,0.546
00392103,STRAIN,2,56,1.8,0.546
17126568,Avian Conservation and Ecology,1,30,1.4,0.545
20537166,Avian Research,1,21,1.6,0.545
22279067,Children-Basel,2,50,2.0,0.545
10668926,Community College Journal of Research and Practice,1,38,1.0,0.545
15210413,Community College Journal of Research and Practice,1,38,1.0,0.545
02664763,JOURNAL OF APPLIED STATISTICS,1,69,1.2,0.545
13600532,JOURNAL OF APPLIED STATISTICS,1,69,1.2,0.545
18832148,Journal of Arrhythmia,1,32,2.2,0.545
18804276,Journal of Arrhythmia,1,32,2.2,0.545
19361955,ACM Journal of Data and Information Quality,2,29,1.5,0.545
17538343,Journal of Place Management and Development,2,39,1.8,0.545
17538335,Journal of Place Management and Development,2,39,1.8,0.545
13851101,JOURNAL OF SEA RESEARCH,1,88,2.1,0.545
14643790,Medical Law Review,2,32,1.8,0.545
09670742,Medical Law Review,2,32,1.8,0.545
00288330,NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,1,62,1.4,0.545
11758805,NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,1,62,1.4,0.545
03003604,PHOTOSYNTHETICA,2,87,2.1,0.545
15739058,PHOTOSYNTHETICA,2,87,2.1,0.545
23322136,Translational Issues in Psychological Science,0,6,1.9,0.545
23322179,Translational Issues in Psychological Science,0,6,1.9,0.545
10752765,AMERICAN JOURNAL OF THERAPEUTICS,2,69,2.9,0.544
15363686,AMERICAN JOURNAL OF THERAPEUTICS,2,69,2.9,0.544
14692953,Asian Ethnicity,1,23,0.9,0.544
14631369,Asian Ethnicity,1,23,0.9,0.544
18369391,Australasian Journal of Early Childhood,2,22,1.6,0.544
19460171,Critical Policy Studies,1,40,1.9,0.544
1946018X,Critical Policy Studies,1,40,1.9,0.544
2353883X,Entrepreneurial Business and Economics Review,2,26,2.6,0.544
23538821,Entrepreneurial Business and Economics Review,2,26,2.6,0.544
17581044,Health Services Management Research,1,39,1.6,0.544
09514848,Health Services Management Research,1,39,1.6,0.544
15582027,Journal of Cardiovascular Medicine,2,58,2.9,0.544
15582035,Journal of Cardiovascular Medicine,2,58,2.9,0.544
09730745,Journal of Entrepreneurship,3,29,2.1,0.544
09713557,Journal of Entrepreneurship,3,29,2.1,0.544
24144088,Multimodal Technologies and Interaction,0,32,2.4,0.544
22044604,PACIFIC CONSERVATION BIOLOGY,1,44,1.6,0.544
10382097,PACIFIC CONSERVATION BIOLOGY,1,44,1.6,0.544
09673334,PHYSIOLOGICAL MEASUREMENT,2,117,2.3,0.544
13616579,PHYSIOLOGICAL MEASUREMENT,2,117,2.3,0.544
23527110,SoftwareX,3,42,2.4,0.544
14635224,VETERINARY OPHTHALMOLOGY,1,62,1.7,0.544
14635216,VETERINARY OPHTHALMOLOGY,1,62,1.7,0.544
25418785,Bulletin of Irkutsk State University-Series Mathematics,0,8,0.8,0.543
19977670,Bulletin of Irkutsk State University-Series Mathematics,0,8,0.8,0.543
14371588,Bundesgesundheitsblatt-Gesundheitsforschung-Gesundheitsschutz,1,74,1.7,0.543
14369990,Bundesgesundheitsblatt-Gesundheitsforschung-Gesundheitsschutz,1,74,1.7,0.543
18781667,COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES,2,65,2.0,0.543
01479571,COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES,2,65,2.0,0.543
13892029,CURRENT GENOMICS,2,77,1.8,0.543
18755488,CURRENT GENOMICS,2,77,1.8,0.543
18794920,European Journal for Philosophy of Science,1,28,1.5,0.543
18794912,European Journal for Philosophy of Science,1,28,1.5,0.543
10988793,FACIAL PLASTIC SURGERY,1,51,1.1,0.543
07366825,FACIAL PLASTIC SURGERY,1,51,1.1,0.543
10245332,Hematology,2,50,2.0,0.543
16078454,Hematology,2,50,2.0,0.543
15910199,INTERVENTIONAL NEURORADIOLOGY,1,44,1.5,0.543
23852011,INTERVENTIONAL NEURORADIOLOGY,1,44,1.5,0.543
09498257,JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY,3,112,2.7,0.543
14321327,JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY,3,112,2.7,0.543
1528901X,JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,1,119,1.8,0.543
00982202,JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,1,119,1.8,0.543
17439345,Journal of North African Studies,1,30,0.8,0.543
13629387,Journal of North African Studies,1,30,0.8,0.543
27085260,Journal of Optical Microsystems,1,2,1.7,0.543
10538135,NEUROREHABILITATION,2,78,1.7,0.543
18786448,NEUROREHABILITATION,2,78,1.7,0.543
22424075,SILVA FENNICA,1,70,1.7,0.543
00375330,SILVA FENNICA,1,70,1.7,0.543
19318405,AIDS RESEARCH AND HUMAN RETROVIRUSES,2,98,1.5,0.542
08892229,AIDS RESEARCH AND HUMAN RETROVIRUSES,2,98,1.5,0.542
26670569,Carbon Trends,0,15,3.1,0.542
18744710,Current Radiopharmaceuticals,2,32,1.5,0.542
18744729,Current Radiopharmaceuticals,2,32,1.5,0.542
01480545,DRUG AND CHEMICAL TOXICOLOGY,2,54,2.1,0.542
15256014,DRUG AND CHEMICAL TOXICOLOGY,2,54,2.1,0.542
14653370,DRUGS-EDUCATION PREVENTION AND POLICY,1,51,1.5,0.542
09687637,DRUGS-EDUCATION PREVENTION AND POLICY,1,51,1.5,0.542
19306180,ILAR JOURNAL,2,91,3.1,0.542
10842020,ILAR JOURNAL,2,91,3.1,0.542
19381328,JOURNAL OF CHEMICAL EDUCATION,2,102,2.5,0.542
00219584,JOURNAL OF CHEMICAL EDUCATION,2,102,2.5,0.542
17422140,Journal of Geophysics and Engineering,1,49,1.6,0.542
17422132,Journal of Geophysics and Engineering,1,49,1.6,0.542
23272236,Journal of Health Economics and Outcomes Research,0,10,2.3,0.542
19718853,Sociologica-International Journal for Sociological Debate,1,18,1.0,0.542
23522267,Archaeological Research in Asia,1,20,0.9,0.541
14488353,Australian Journal of Civil Engineering,1,18,1.6,0.541
20574347,Clinical and Experimental Dental Research,2,23,1.7,0.541
21664250,COASTAL ENGINEERING JOURNAL,2,45,1.9,0.541
17936292,COASTAL ENGINEERING JOURNAL,2,45,1.9,0.541
15729737,CONSERVATION GENETICS,2,82,2.0,0.541
15660621,CONSERVATION GENETICS,2,82,2.0,0.541
19371632,Discrete and Continuous Dynamical Systems-Series S,1,40,1.3,0.541
19371179,Discrete and Continuous Dynamical Systems-Series S,1,40,1.3,0.541
01730835,ELECTROPHORESIS,2,166,3.0,0.541
15222683,ELECTROPHORESIS,2,166,3.0,0.541
10994300,Entropy,2,101,2.1,0.541
14202026,ENVIRONMENTAL MODELING & ASSESSMENT,2,58,2.7,0.541
15732967,ENVIRONMENTAL MODELING & ASSESSMENT,2,58,2.7,0.541
20779879,Eurasian Mathematical Journal,0,10,0.6,0.541
01688162,EXPERIMENTAL AND APPLIED ACAROLOGY,2,81,1.8,0.541
15729702,EXPERIMENTAL AND APPLIED ACAROLOGY,2,81,1.8,0.541
25900358,Global Energy Interconnection-China,0,24,1.9,0.541
20965117,Global Energy Interconnection-China,0,24,1.9,0.541
10991077,HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL,1,86,1.8,0.541
08856222,HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL,1,86,1.8,0.541
26316315,IET Cyber-systems and Robotics,1,10,1.5,0.541
21999023,International Journal of Health Economics and Management,1,16,1.5,0.541
21999031,International Journal of Health Economics and Management,1,16,1.5,0.541
16879430,International Journal of Polymer Science,3,57,3.4,0.541
16879422,International Journal of Polymer Science,3,57,3.4,0.541
15175693,Jornal Brasileiro de Reproducao Assistida,2,29,1.8,0.541
15180557,Jornal Brasileiro de Reproducao Assistida,2,29,1.8,0.541
19757220,KOREAN JOURNAL OF CHEMICAL ENGINEERING,2,77,2.9,0.541
02561115,KOREAN JOURNAL OF CHEMICAL ENGINEERING,2,77,2.9,0.541
18735851,LIMNOLOGICA,2,57,2.0,0.541
00759511,LIMNOLOGICA,2,57,2.0,0.541
18799272,Linguistic Approaches to Bilingualism,1,33,1.8,0.541
18799264,Linguistic Approaches to Bilingualism,1,33,1.8,0.541
16161068,Mine Water and the Environment,2,46,2.1,0.541
10259112,Mine Water and the Environment,2,46,2.1,0.541
14699893,Music Education Research,1,30,1.8,0.541
14613808,Music Education Research,1,30,1.8,0.541
15700755,Quantum Information Processing,2,74,2.2,0.541
00338389,RADIOLOGIC CLINICS OF NORTH AMERICA,2,90,2.1,0.541
15578275,RADIOLOGIC CLINICS OF NORTH AMERICA,2,90,2.1,0.541
17470919,Social Neuroscience,1,82,1.7,0.541
17470927,Social Neuroscience,1,82,1.7,0.541
18611664,ACTA PHYSIOLOGIAE PLANTARUM,2,98,2.4,0.54
01375881,ACTA PHYSIOLOGIAE PLANTARUM,2,98,2.4,0.54
18744702,Current Molecular Pharmacology,2,49,2.4,0.54
18744672,Current Molecular Pharmacology,2,49,2.4,0.54
1479487X,ENVIRONMENTAL TECHNOLOGY,2,89,2.2,0.54
09593330,ENVIRONMENTAL TECHNOLOGY,2,89,2.2,0.54
15327019,ETHICS & BEHAVIOR,2,51,1.8,0.54
10508422,ETHICS & BEHAVIOR,2,51,1.8,0.54
19424280,Footwear Science,2,30,2.7,0.54
19424299,Footwear Science,2,30,2.7,0.54
09564624,INTERNATIONAL JOURNAL OF STD & AIDS,1,78,1.4,0.54
17581052,INTERNATIONAL JOURNAL OF STD & AIDS,1,78,1.4,0.54
26316110,Journal of Breast Imaging,1,14,2.0,0.54
26316129,Journal of Breast Imaging,1,14,2.0,0.54
17401453,Journal of Empirical Legal Studies,1,33,1.2,0.54
17401461,Journal of Empirical Legal Studies,1,33,1.2,0.54
20900732,Journal of Nutrition and Metabolism,2,57,2.3,0.54
20900724,Journal of Nutrition and Metabolism,2,57,2.3,0.54
10525149,NEUROIMAGING CLINICS OF NORTH AMERICA,2,67,1.3,0.54
15579867,NEUROIMAGING CLINICS OF NORTH AMERICA,2,67,1.3,0.54
09544070,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART D-JOURNAL OF AUTOMOBILE ENGINEERING,1,74,1.5,0.54
20412991,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART D-JOURNAL OF AUTOMOBILE ENGINEERING,1,74,1.5,0.54
15748928,Recent Patents on Anti-Cancer Drug Discovery,2,52,2.5,0.54
22123970,Recent Patents on Anti-Cancer Drug Discovery,2,52,2.5,0.54
2379139X,Tomography,2,22,2.2,0.54
23791381,Tomography,2,22,2.2,0.54
21967202,Transportation Infrastructure Geotechnology,0,18,2.6,0.54
21967210,Transportation Infrastructure Geotechnology,0,18,2.6,0.54
19832052,Tropical Plant Pathology,1,34,1.5,0.54
18732720,ZOOLOGY,1,58,1.6,0.54
09442006,ZOOLOGY,1,58,1.6,0.54
00084166,CANADIAN JOURNAL OF MICROBIOLOGY,2,108,1.8,0.539
14803275,CANADIAN JOURNAL OF MICROBIOLOGY,2,108,1.8,0.539
14768267,DEFENCE AND PEACE ECONOMICS,1,47,1.6,0.539
10242694,DEFENCE AND PEACE ECONOMICS,1,47,1.6,0.539
21980802,Fashion and Textiles,2,29,2.3,0.539
22237755,Geochemical Perspectives,3,15,6.8,0.539
22242759,Geochemical Perspectives,3,15,6.8,0.539
1873376X,JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES,2,166,2.8,0.539
15700232,JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES,2,166,2.8,0.539
10761608,JCR-JOURNAL OF CLINICAL RHEUMATOLOGY,2,61,2.4,0.539
15367355,JCR-JOURNAL OF CLINICAL RHEUMATOLOGY,2,61,2.4,0.539
26338076,Journal of Criminology,1,48,1.5,0.539
26338084,Journal of Criminology,1,48,1.5,0.539
00220337,JOURNAL OF DENTAL EDUCATION,1,81,1.4,0.539
19307837,JOURNAL OF DENTAL EDUCATION,1,81,1.4,0.539
20932278,Journal of Periodontal and Implant Science,2,35,2.2,0.539
20932286,Journal of Periodontal and Implant Science,2,35,2.2,0.539
25043188,Lifestyle Genomics,2,34,2.0,0.539
25043161,Lifestyle Genomics,2,34,2.0,0.539
00323772,Polish Archives of Internal Medicine-Polskie Archiwum Medycyny Wewnetrznej,3,45,3.8,0.539
18979483,Polish Archives of Internal Medicine-Polskie Archiwum Medycyny Wewnetrznej,3,45,3.8,0.539
20532733,Acta Crystallographica A-Foundation and Advances,2,90,1.9,0.538
15334058,APPLIED IMMUNOHISTOCHEMISTRY & MOLECULAR MORPHOLOGY,1,80,1.3,0.538
15412016,APPLIED IMMUNOHISTOCHEMISTRY & MOLECULAR MORPHOLOGY,1,80,1.3,0.538
27098028,AQUA-Water Infrastructure Ecosystems and Society,2,58,2.1,0.538
27098036,AQUA-Water Infrastructure Ecosystems and Society,2,58,2.1,0.538
02193108,Asian Journal of Surgery,3,42,3.5,0.538
10159584,Asian Journal of Surgery,3,42,3.5,0.538
03079457,AVIAN PATHOLOGY,3,95,2.5,0.538
14653338,AVIAN PATHOLOGY,3,95,2.5,0.538
20550928,BMC Nutrition,2,31,1.9,0.538
18734499,Clinical Imaging,1,57,1.8,0.538
08997071,Clinical Imaging,1,57,1.8,0.538
2410387X,Cryptography,2,18,1.8,0.538
19364717,Gender Issues,2,35,1.4,0.538
1098092X,Gender Issues,2,35,1.4,0.538
03400352,IFLA JOURNAL-INTERNATIONAL FEDERATION OF LIBRARY ASSOCIATIONS,1,27,1.0,0.538
17452651,IFLA JOURNAL-INTERNATIONAL FEDERATION OF LIBRARY ASSOCIATIONS,1,27,1.0,0.538
27727076,IJID Regions,1,9,1.5,0.538
03011623,INTERNATIONAL UROLOGY AND NEPHROLOGY,2,63,1.8,0.538
15732584,INTERNATIONAL UROLOGY AND NEPHROLOGY,2,63,1.8,0.538
19308345,Inverse Problems and Imaging,1,45,1.2,0.538
19308337,Inverse Problems and Imaging,1,45,1.2,0.538
23490039,Journal of Asian Security and International Affairs,0,10,0.8,0.538
23477970,Journal of Asian Security and International Affairs,0,10,0.8,0.538
13474421,JOURNAL OF BIOSCIENCE AND BIOENGINEERING,2,127,2.3,0.538
13891723,JOURNAL OF BIOSCIENCE AND BIOENGINEERING,2,127,2.3,0.538
21639159,Journal of Global Scholars of Marketing Science,1,24,1.9,0.538
21639167,Journal of Global Scholars of Marketing Science,1,24,1.9,0.538
14777266,Journal of Health Organization and Management,1,51,1.7,0.538
